name,asin,affiliate_url,validation_status,original_product_link,normalized_product_link,candidate_main_image_link,amazon_image_search_link,source_status,source_notes,validation_notes
Tibeha Butterfly Wings for Women - Halloween Cape Costumes Adult with Mask and Antenna Headband,B09B1L555T,https://www.amazon.com/dp/B09B1L555T?tag=onasafari04-20&linkCode=ll2&language=en_US,verify_variant,https://www.amazon.com/your-orders/orders,https://www.amazon.com/dp/B09B1L555T,https://images.amazon.com/images/P/B09B1L555T.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=Tibeha+Butterfly+Wings+for+Women+-+Halloween+Cape+Costumes+Adult+with+Mask+and+Antenna+Headband,Fixed with likely public product link,Likely exact Amazon.com replacement for Tibeha Halloween Butterfly Costume / wings cape with mask and antenna. Confidence: High. Verify exact variant before publishing; use PA-API/SiteStripe for affiliate-compliant production images.,Original URL was private/non-product; use canonical affiliate URL after verifying variant.
"YZDING Birthday Sashes for Girl Women， Happy Birthday Queen Gift Sash Set for Party Supplies Fun Party Favors Decorations,12 Pack (Rose Gold and White), 33x3.8 Inch",B09DS9ZP3F,https://www.amazon.com/dp/B09DS9ZP3F?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B09DS9ZP3F,https://www.amazon.com/dp/B09DS9ZP3F,https://images.amazon.com/images/P/B09DS9ZP3F.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=YZDING+Birthday+Sashes+for+Girl+Women%EF%BC%8C+Happy+Birthday+Queen+Gift+Sash+Set+for+Party+Supplies+Fun+Party+Favors+Decorations%2C12+Pack+%28Rose+Gold+and+White%29%2C+33x3.8+Inch,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
Didder Gold Crystal Tiara Crown Headband Princess Elegant Crown with combs for Women Girls Bridal Wedding Prom Birthday Party,B0816B3CYK,https://www.amazon.com/dp/B0816B3CYK?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B0816B3CYK,https://www.amazon.com/dp/B0816B3CYK,https://images.amazon.com/images/P/B0816B3CYK.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=Didder+Gold+Crystal+Tiara+Crown+Headband+Princess+Elegant+Crown+with+combs+for+Women+Girls+Bridal+Wedding+Prom+Birthday+Party,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
"MORGLES Wig Caps, 6pcs Mesh Net Wig Caps Weaving Hair Net for Wig Close End Fishnet Wig Cap, Black",B089YNL19F,https://www.amazon.com/dp/B089YNL19F?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B089YNL19F,https://www.amazon.com/dp/B089YNL19F,https://images.amazon.com/images/P/B089YNL19F.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=MORGLES+Wig+Caps%2C+6pcs+Mesh+Net+Wig+Caps+Weaving+Hair+Net+for+Wig+Close+End+Fishnet+Wig+Cap%2C+Black,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
OLV Neck Fan 5000mAh Foldable Neck Fan Portable Rechargeable LED Display 360° Cooling Airflow Bladeless Neck Fan with 3 Speeds Adjustment Personal Fan for Outdoor Travel Office Sport - White,B0BQWC8B7D,https://www.amazon.com/dp/B0BQWC8B7D?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B0BQWC8B7D,https://www.amazon.com/dp/B0BQWC8B7D,https://images.amazon.com/images/P/B0BQWC8B7D.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=OLV+Neck+Fan+5000mAh+Foldable+Neck+Fan+Portable+Rechargeable+LED+Display+360%C2%B0+Cooling+Airflow+Bladeless+Neck+Fan+with+3+Speeds+Adjustment+Personal+Fan+for+Outdoor+Travel+Office+Sport+-+White,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
"PRETTYGARDEN Women's Summer Casual Deep V Neck Short Sleeve Wrap Drawstring Waist Jumpsuit Romper (Dark Blue,Large)",B08QMP3YXK,https://www.amazon.com/dp/B08QMP3YXK?tag=onasafari04-20&linkCode=ll2&language=en_US,verify_variant,https://www.amazon.com/your-orders/orders,https://www.amazon.com/dp/B08QMP3YXK,https://images.amazon.com/images/P/B08QMP3YXK.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=PRETTYGARDEN+Women%27s+Summer+Casual+Deep+V+Neck+Short+Sleeve+Wrap+Drawstring+Waist+Jumpsuit+Romper+%28Dark+Blue%2CLarge%29,Fixed with likely public product link,"Likely replacement from Amazon listing result for PRETTYGARDEN jumpsuit, Dark Blue. Confidence: Medium. Verify exact variant before publishing; use PA-API/SiteStripe for affiliate-compliant production images.",Original URL was private/non-product; use canonical affiliate URL after verifying variant.
QHQ-SHININGLIFI Rainbow Bob Wigs and A Wig Cap- Women's Short Straight Multi-Color Cosplay Wigs -Comfortable& Breathable& Durable-Rose Net; wig007A,B073Z6ZSR8,https://www.amazon.com/dp/B073Z6ZSR8?tag=onasafari04-20&linkCode=ll2&language=en_US,verify_variant,https://www.amazon.com/your-orders/orders,https://www.amazon.com/dp/B073Z6ZSR8,https://images.amazon.com/images/P/B073Z6ZSR8.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=QHQ-SHININGLIFI+Rainbow+Bob+Wigs+and+A+Wig+Cap-+Women%27s+Short+Straight+Multi-Color+Cosplay+Wigs+-Comfortable%26+Breathable%26+Durable-Rose+Net%3B+wig007A,Fixed with likely public product link,Likely exact replacement from Amazon result for QHQ-SHININGLIFI Rainbow Bob Wig wig007A. Confidence: Medium. Verify exact variant before publishing; use PA-API/SiteStripe for affiliate-compliant production images.,Original URL was private/non-product; use canonical affiliate URL after verifying variant.
Cresay Women's Sequin Fitted Long Sleeve Zipper Blazer Bomber Jacket Rainbow XL.,B06XHV5X5G,https://www.amazon.com/dp/B06XHV5X5G?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B06XHV5X5G,https://www.amazon.com/dp/B06XHV5X5G,https://images.amazon.com/images/P/B06XHV5X5G.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=Cresay+Women%27s+Sequin+Fitted+Long+Sleeve+Zipper+Blazer+Bomber+Jacket+Rainbow+XL.,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
"NHSUNRAY Women Girls Dancing Tutu Skirt Layered Organza Lace Rainbow Bustle Skirt Ruffle Tiered Clubwear,Multi-Color One Size with Adjustable Ribbon Tie",B06XKBMKJY,https://www.amazon.com/dp/B06XKBMKJY?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B06XKBMKJY,https://www.amazon.com/dp/B06XKBMKJY,https://images.amazon.com/images/P/B06XKBMKJY.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=NHSUNRAY+Women+Girls+Dancing+Tutu+Skirt+Layered+Organza+Lace+Rainbow+Bustle+Skirt+Ruffle+Tiered+Clubwear%2CMulti-Color+One+Size+with+Adjustable+Ribbon+Tie,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
"Kaximil Women's Sexy Bodycon Midi Club Dresses Basic Casual 2 Piece Outfits Crop Top Skirt Set,Large,Fluo Green",B07W6G755K,https://www.amazon.com/dp/B07W6G755K?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B07W6G755K,https://www.amazon.com/dp/B07W6G755K,https://images.amazon.com/images/P/B07W6G755K.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=Kaximil+Women%27s+Sexy+Bodycon+Midi+Club+Dresses+Basic+Casual+2+Piece+Outfits+Crop+Top+Skirt+Set%2CLarge%2CFluo+Green,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
Floerns Women's Casual Reflective Short Sleeve Round Neck Crop Tops T Shirts Multi XL,B0953CF3DH,https://www.amazon.com/dp/B0953CF3DH?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B0953CF3DH,https://www.amazon.com/dp/B0953CF3DH,https://images.amazon.com/images/P/B0953CF3DH.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=Floerns+Women%27s+Casual+Reflective+Short+Sleeve+Round+Neck+Crop+Tops+T+Shirts+Multi+XL,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
"THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets (Light Yellow, X-Large)",B097DHNKY4,https://www.amazon.com/dp/B097DHNKY4?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B097DHNKY4,https://www.amazon.com/dp/B097DHNKY4,https://images.amazon.com/images/P/B097DHNKY4.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=THE+GYM+PEOPLE+Womens+High+Waisted+Running+Shorts+Quick+Dry+Athletic+Workout+Shorts+with+Mesh+Liner+Zipper+Pockets+%28Light+Yellow%2C+X-Large%29,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
"9 Pcs LED Light Hair Scrunchies Satin Elastic Bands Ties Ropes - 3 Colors Light Modes, Soft Cute Silk Scrunchy Hair Accessories for Women Girls Halloween Christmas Glow in The Dark Party Supplies",B08GM59R8R,https://www.amazon.com/dp/B08GM59R8R?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B08GM59R8R,https://www.amazon.com/dp/B08GM59R8R,https://images.amazon.com/images/P/B08GM59R8R.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=9+Pcs+LED+Light+Hair+Scrunchies+Satin+Elastic+Bands+Ties+Ropes+-+3+Colors+Light+Modes%2C+Soft+Cute+Silk+Scrunchy+Hair+Accessories+for+Women+Girls+Halloween+Christmas+Glow+in+The+Dark+Party+Supplies,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
Freeprance Women's Pants Casual Trouser Paper Bag Pants Elastic Waist Slim Pockets XBK L Black,B07HD8PGCN,https://www.amazon.com/dp/B07HD8PGCN?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B07HD8PGCN,https://www.amazon.com/dp/B07HD8PGCN,https://images.amazon.com/images/P/B07HD8PGCN.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=Freeprance+Women%27s+Pants+Casual+Trouser+Paper+Bag+Pants+Elastic+Waist+Slim+Pockets+XBK+L+Black,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
Relavel Travel Hanging Toiletry Bag for Men Women Travel Kit Shaving Bag Waterproof Large Makeup Bag Wash Bag Makeup Organizer Cosmetic Case for Bathroom Shower Black,B07TBCXCJH,https://www.amazon.com/dp/B07TBCXCJH?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B07TBCXCJH,https://www.amazon.com/dp/B07TBCXCJH,https://images.amazon.com/images/P/B07TBCXCJH.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=Relavel+Travel+Hanging+Toiletry+Bag+for+Men+Women+Travel+Kit+Shaving+Bag+Waterproof+Large+Makeup+Bag+Wash+Bag+Makeup+Organizer+Cosmetic+Case+for+Bathroom+Shower+Black,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
"Steamer for Clothes, Hand Held Portable Travel Garment Steamer, Metal Steam Head, 25s Heat Up, Pump System, Mini Size, Handheld Steamer for Any Fabrics, No Water Spitting, 120V Black",B08J45WG5B,https://www.amazon.com/dp/B08J45WG5B?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B08J45WG5B,https://www.amazon.com/dp/B08J45WG5B,https://images.amazon.com/images/P/B08J45WG5B.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=Steamer+for+Clothes%2C+Hand+Held+Portable+Travel+Garment+Steamer%2C+Metal+Steam+Head%2C+25s+Heat+Up%2C+Pump+System%2C+Mini+Size%2C+Handheld+Steamer+for+Any+Fabrics%2C+No+Water+Spitting%2C+120V+Black,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
"DownBeats Reusable High Fidelity Hearing Protection: Ear Plugs for Concerts, Music, and Musicians (Clear Ear Plugs, Purple Case)",B09G2R2CRB,https://www.amazon.com/dp/B09G2R2CRB?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B09G2R2CRB,https://www.amazon.com/dp/B09G2R2CRB,https://images.amazon.com/images/P/B09G2R2CRB.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=DownBeats+Reusable+High+Fidelity+Hearing+Protection%3A+Ear+Plugs+for+Concerts%2C+Music%2C+and+Musicians+%28Clear+Ear+Plugs%2C+Purple+Case%29,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
"High Fidelity Concert Ear Plugs for Music- Noise Cancelling Musician Earplugs Festivals, Drummers, DJS，Motorcycles, Raves, Games -23dB, 2Pairs",B00A3Z44RW,https://www.amazon.com/dp/B00A3Z44RW?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B00A3Z44RW,https://www.amazon.com/dp/B00A3Z44RW,https://images.amazon.com/images/P/B00A3Z44RW.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=High+Fidelity+Concert+Ear+Plugs+for+Music-+Noise+Cancelling+Musician+Earplugs+Festivals%2C+Drummers%2C+DJS%EF%BC%8CMotorcycles%2C+Raves%2C+Games+-23dB%2C+2Pairs,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
Short Multi Charging Cable 3A 3Pack Multiple USB Fast Charger Cable for IP/Micro-USB/Type-C Ports for Cell Phones/Tablets/Samsung Galaxy/LG/Google Pixel/Huawei/HTC/OnePlus/Sony/Moto/Ps4 (1ft/35cm),B08HGSVJS1,https://www.amazon.com/dp/B08HGSVJS1?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B08HGSVJS1,https://www.amazon.com/dp/B08HGSVJS1,https://images.amazon.com/images/P/B08HGSVJS1.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=Short+Multi+Charging+Cable+3A+3Pack+Multiple+USB+Fast+Charger+Cable+for+IP%2FMicro-USB%2FType-C+Ports+for+Cell+Phones%2FTablets%2FSamsung+Galaxy%2FLG%2FGoogle+Pixel%2FHuawei%2FHTC%2FOnePlus%2FSony%2FMoto%2FPs4+%281ft%2F35cm%29,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
Jumpsuits for Women Elegant Floral Short Sleeve Sexy V Neck Casual Long Wide Leg Pants Party Rompers with Belt,B097XSKNRB,https://www.amazon.com/dp/B097XSKNRB?tag=onasafari04-20&linkCode=ll2&language=en_US,ready,https://www.amazon.com/dp/B097XSKNRB,https://www.amazon.com/dp/B097XSKNRB,https://images.amazon.com/images/P/B097XSKNRB.01.LZZZZZZZ.jpg,https://www.amazon.com/s?k=Jumpsuits+for+Women+Elegant+Floral+Short+Sleeve+Sexy+V+Neck+Casual+Long+Wide+Leg+Pants+Party+Rompers+with+Belt,ASIN found,"Verify image URL before publishing; for affiliate-compliant production images, prefer Amazon PA-API/SiteStripe.",
